primitives,points,q_bp
moveabsj,"[array([ 582.15679421,  681.21777021, 2571.90972541])]","[array([ 1.07665383, -0.52999921,  0.53461861, -2.75800812,  1.63281686,
       -1.51392834])]"
movel,"[array([ 985.97115457,  697.08056512, 2272.81855281])]","[array([ 0.88615464, -0.43255343,  0.67985395, -2.55263768,  1.58163486,
       -1.48097749])]"
movel,"[array([1027.31975445,  700.59318008, 2235.43410691])]","[array([ 0.87569028, -0.41161967,  0.68777972, -2.5244419 ,  1.5810702 ,
       -1.47774881])]"
movel,"[array([1068.04554971,  705.61993771, 2194.81746205])]","[array([ 0.86478064, -0.39316373,  0.6989751 , -2.50027423,  1.57375867,
       -1.47695677])]"
movel,"[array([1107.79315566,  711.90250441, 2152.87240814])]","[array([ 0.85468624, -0.37325991,  0.70964094, -2.47780526,  1.56623469,
       -1.47663541])]"
movel,"[array([1146.91379256,  718.37751748, 2111.97683768])]","[array([ 0.84345072, -0.35258454,  0.7188894 , -2.45965535,  1.55694572,
       -1.47683325])]"
movel,"[array([1185.17629922,  724.58491041, 2073.056581  ])]","[array([ 0.83099518, -0.33108985,  0.72627119, -2.44609094,  1.5468098 ,
       -1.47678291])]"
movel,"[array([1221.83648627,  730.94451413, 2035.89389073])]","[array([ 0.81900201, -0.30858334,  0.73157268, -2.43487384,  1.53735908,
       -1.47621847])]"
movel,"[array([1256.57577232,  737.25333526, 2000.0022196 ])]","[array([ 0.808008  , -0.28574878,  0.73539963, -2.42478074,  1.52851689,
       -1.47506282])]"
movel,"[array([1289.37152979,  743.52785168, 1965.34045627])]","[array([ 0.79812226, -0.26276778,  0.73789553, -2.41538149,  1.52033132,
       -1.47327196])]"
movel,"[array([1320.13933532,  749.5767234 , 1931.52261349])]","[array([ 0.78919736, -0.23989709,  0.7396859 , -2.40671692,  1.51301862,
       -1.4705277 ])]"
movel,"[array([1348.98428998,  755.45266864, 1898.69637234])]","[array([ 0.78130614, -0.21718485,  0.74063798, -2.39833032,  1.50651076,
       -1.46710224])]"
movel,"[array([1376.09758759,  760.93432321, 1867.11096221])]","[array([ 0.77420282, -0.1946093 ,  0.7406606 , -2.39018258,  1.50097148,
       -1.46285528])]"
movel,"[array([1401.47482905,  765.38813814, 1836.61664346])]","[array([ 0.7674174 , -0.17254771,  0.7403867 , -2.38263133,  1.49651459,
       -1.45729662])]"
movel,"[array([1425.05745104,  768.94463029, 1807.41971746])]","[array([ 0.76147871, -0.15088624,  0.7393753 , -2.37434211,  1.49341025,
       -1.45080358])]"
movel,"[array([1446.79458148,  770.67234246, 1779.40721937])]","[array([ 0.75619579, -0.12990149,  0.7379652 , -2.36455742,  1.49205035,
       -1.44290395])]"
movel,"[array([1466.75484583,  770.13470167, 1753.19190512])]","[array([ 0.75118804, -0.1094059 ,  0.73597058, -2.35361174,  1.49321408,
       -1.4329434 ])]"
movel,"[array([1485.19985751,  766.77359687, 1729.53425899])]","[array([ 0.74589382, -0.08991965,  0.73330872, -2.34191898,  1.49630089,
       -1.42113028])]"
movel,"[array([1502.1263056 ,  760.15732856, 1709.04962768])]","[array([ 0.74018916, -0.07128798,  0.72964786, -2.32920502,  1.50212026,
       -1.40698004])]"
movel,"[array([1517.41443652,  749.71187789, 1691.90596959])]","[array([ 0.73402569, -0.05331257,  0.72488052, -2.31484672,  1.51164397,
       -1.38982541])]"
movel,"[array([1531.31952919,  734.99867027, 1678.24349186])]","[array([ 0.7270414 , -0.03619135,  0.71890563, -2.29871179,  1.52443031,
       -1.36986212])]"
movel,"[array([1544.22639497,  716.26369716, 1667.77517447])]","[array([ 0.71892615, -0.01969208,  0.71163666, -2.28128105,  1.54000704,
       -1.34734329])]"
movel,"[array([1556.33698095,  694.00938621, 1658.87374662])]","[array([ 0.70986334, -0.00341912,  0.703486  , -2.26205706,  1.55775344,
       -1.32268663])]"
movel,"[array([1567.76644248,  668.80427133, 1649.05163796])]","[array([ 0.70033585,  0.0125274 ,  0.69539697, -2.23976169,  1.57589011,
       -1.29704215])]"
movel,"[array([1578.49366547,  641.16944694, 1635.62682192])]","[array([ 0.69107274,  0.02840851,  0.68812401, -2.21238468,  1.59319167,
       -1.27115724])]"
movel,"[array([1588.64280735,  612.00888325, 1616.75598067])]","[array([ 0.68279396,  0.04462291,  0.68168748, -2.17823395,  1.60833667,
       -1.24603026])]"
movel,"[array([1599.17043581,  582.70261315, 1592.32535563])]","[array([ 0.67446051,  0.06133294,  0.67677173, -2.14166774,  1.61963066,
       -1.22219764])]"
movel,"[array([1610.48335681,  554.39671782, 1562.4935991 ])]","[array([ 0.66635463,  0.07923563,  0.67253404, -2.10304295,  1.6266992 ,
       -1.20018823])]"
movel,"[array([1623.13359134,  527.5505571 , 1527.60916986])]","[array([ 0.65838383,  0.09845001,  0.66831537, -2.06284775,  1.6285151 ,
       -1.18066961])]"
movel,"[array([1637.80752791,  503.55247436, 1489.35631396])]","[array([ 0.65071109,  0.11979197,  0.66216097, -2.0221282 ,  1.62534161,
       -1.16398732])]"
movel,"[array([1720.8882891 ,  447.53523163, 1323.6790886 ])]","[array([ 0.62336045,  0.23719075,  0.59972813, -1.87325489,  1.58533445,
       -1.11596603])]"
