primitives,points,q_bp
moveabsj,"[array([ 589.30379233,  678.87705549, 2571.70715918])]","[array([ 1.07190604, -0.52943608,  0.53379312, -2.7532666 ,  1.62963355,
       -1.51070798])]"
movel,"[array([ 985.97180413,  697.03271162, 2272.84454763])]","[array([ 0.88660278, -0.43217852,  0.67945465, -2.55173442,  1.58232715,
       -1.48103096])]"
movel,"[array([1027.32424977,  700.24658449, 2235.51531662])]","[array([ 0.87547996, -0.41206149,  0.68795198, -2.52449089,  1.58053568,
       -1.47785302])]"
movel,"[array([1068.08515797,  705.4678142 , 2194.93291138])]","[array([ 0.86469195, -0.39327742,  0.69892926, -2.5002427 ,  1.57357334,
       -1.47698519])]"
movel,"[array([1107.9083567 ,  711.73728133, 2153.14099074])]","[array([ 0.85450292, -0.37337648,  0.70947904, -2.47786761,  1.56588718,
       -1.47668325])]"
movel,"[array([1147.04840774,  718.21538661, 2112.22010412])]","[array([ 0.84325695, -0.35261737,  0.71871448, -2.45972938,  1.55673626,
       -1.47678597])]"
movel,"[array([1185.26446226,  724.55585043, 2073.2281146 ])]","[array([ 0.830953  , -0.330966  ,  0.72605265, -2.44604315,  1.54686354,
       -1.47672464])]"
movel,"[array([1221.93941583,  730.85237524, 2036.0353079 ])]","[array([ 0.81895259, -0.30848255,  0.73137456, -2.43475317,  1.53741375,
       -1.47615356])]"
movel,"[array([1256.68517645,  737.13348657, 2000.11163928])]","[array([ 0.80794434, -0.28563436,  0.73522514, -2.42465761,  1.52861951,
       -1.47495042])]"
movel,"[array([1289.44549915,  743.43382463, 1965.38418926])]","[array([ 0.79807019, -0.26261581,  0.73778224, -2.41531364,  1.52055047,
       -1.47308429])]"
movel,"[array([1320.21390447,  749.52313486, 1931.60000159])]","[array([ 0.7891764 , -0.23973294,  0.73952607, -2.40662033,  1.51322104,
       -1.47038953])]"
movel,"[array([1349.06029554,  755.36101125, 1898.74062871])]","[array([ 0.78125278, -0.21701763,  0.74052196, -2.39827458,  1.50675421,
       -1.46689788])]"
movel,"[array([1376.16752269,  760.82298169, 1867.13221401])]","[array([ 0.77412881, -0.19443397,  0.74057906, -2.39017187,  1.50125911,
       -1.46259487])]"
movel,"[array([1401.53075168,  765.38500412, 1836.6748412 ])]","[array([ 0.76745153, -0.17233641,  0.74020544, -2.3824793 ,  1.49679165,
       -1.45716281])]"
movel,"[array([1425.13050248,  768.87230969, 1807.4503592 ])]","[array([ 0.76148245, -0.15060474,  0.73919387, -2.37417356,  1.4938361 ,
       -1.45053622])]"
movel,"[array([1446.85105178,  770.61282852, 1779.4244901 ])]","[array([ 0.7561758 , -0.12954042,  0.73780456, -2.36450724,  1.49264066,
       -1.44248941])]"
movel,"[array([1466.79275131,  770.0925703 , 1753.20226507])]","[array([ 0.75115915, -0.10912543,  0.73586436, -2.35362611,  1.49368165,
       -1.43259683])]"
movel,"[array([1485.22476592,  766.78899243, 1729.57067714])]","[array([ 0.74587731, -0.08951893,  0.73315497, -2.3420043 ,  1.49696523,
       -1.42065885])]"
movel,"[array([1502.13088328,  760.18847987, 1709.06675565])]","[array([ 0.74017406, -0.07079485,  0.72949455, -2.32934309,  1.5029642 ,
       -1.40637562])]"
movel,"[array([1517.43160958,  749.67891702, 1691.90456978])]","[array([ 0.73399824, -0.05296267,  0.72476965, -2.31489713,  1.51224729,
       -1.38937659])]"
movel,"[array([1531.35249495,  734.98807014, 1678.27138655])]","[array([ 0.72702597, -0.03590514,  0.71876791, -2.29872172,  1.52488107,
       -1.36953866])]"
movel,"[array([1544.23731356,  716.26501553, 1667.78539971])]","[array([ 0.71893695, -0.01951925,  0.71154256, -2.28124031,  1.54027668,
       -1.34716613])]"
movel,"[array([1556.30239651,  694.0497439 , 1658.86435904])]","[array([ 0.70993183, -0.00349828,  0.70349274, -2.2619374 ,  1.55763025,
       -1.32283201])]"
movel,"[array([1567.72935612,  668.83330112, 1649.02669489])]","[array([ 0.70045113,  0.01227067,  0.69543583, -2.23947672,  1.57545989,
       -1.29743557])]"
movel,"[array([1578.44587989,  641.21464527, 1635.58817525])]","[array([ 0.69121703,  0.02805766,  0.68819862, -2.21205004,  1.59260922,
       -1.27167521])]"
movel,"[array([1588.59715905,  611.9736369 , 1616.68641509])]","[array([ 0.68278515,  0.04414758,  0.6820148 , -2.17831789,  1.60766081,
       -1.24648538])]"
movel,"[array([1599.12646951,  582.703839  , 1592.26798204])]","[array([ 0.67447152,  0.06090643,  0.67706608, -2.14175134,  1.6190231 ,
       -1.22262944])]"
movel,"[array([1610.4524468 ,  554.39196147, 1562.45168702])]","[array([ 0.66636706,  0.07885338,  0.67278312, -2.10309709,  1.62615104,
       -1.20058606])]"
movel,"[array([1623.11435235,  527.62360664, 1527.64102336])]","[array([ 0.65839642,  0.09816185,  0.66850568, -2.06302765,  1.62812184,
       -1.18100094])]"
movel,"[array([1637.75096301,  503.76344178, 1489.45222881])]","[array([ 0.65057687,  0.1192961 ,  0.66287388, -2.02334658,  1.62487494,
       -1.16432279])]"
movel,"[array([1716.28704727,  444.73057506, 1327.0367644 ])]","[array([ 0.62177521,  0.22930732,  0.61058367, -1.8843246 ,  1.5851466 ,
       -1.11624186])]"
