breakpoints,primitives,points,q_bp
0,movej_fit,"[array([ 861.61735197, -841.09811283,  747.82895956])]","[array([-0.95020661, -0.08067234, -0.29568647, -0.36345454, -1.36227872,
        2.9229539 ])]"
499,movel_fit,"[array([ 859.22877182, -825.02772944,  741.25092731])]","[array([-0.95533849, -0.08841457, -0.3128478 , -0.38598744, -1.36726263,
        2.91529127])]"
998,movel_fit,"[array([ 857.14710202, -808.75295911,  735.08857345])]","[array([-0.95574121, -0.09426805, -0.32624913, -0.40084897, -1.37415536,
        2.89606284])]"
1497,movel_fit,"[array([ 855.37637204, -792.28736691,  729.35219421])]","[array([-0.95399723, -0.09910201, -0.33770177, -0.41261769, -1.38204599,
        2.87173161])]"
1996,movel_fit,"[array([ 853.91939804, -775.6461331 ,  724.05078209])]","[array([-0.95147109, -0.10343082, -0.34825953, -0.42368264, -1.39041155,
        2.84574213])]"
2495,movel_fit,"[array([ 852.77746923, -758.84582434,  719.19154394])]","[array([-0.94876029, -0.10755906, -0.35847004, -0.4350683 , -1.3989348 ,
        2.81967388])]"
2994,movel_fit,"[array([ 851.95016806, -741.90404857,  714.77955607])]","[array([-0.94602103, -0.11163303, -0.36854314, -0.44702907, -1.40745027,
        2.79403847])]"
3493,movel_fit,"[array([ 851.43529777, -724.83905815,  710.81754635])]","[array([-0.94319973, -0.11569584, -0.3784982 , -0.45946234, -1.41589051,
        2.76884308])]"
3992,movel_fit,"[array([ 851.22889481, -707.66934682,  707.30579034])]","[array([-0.94017947, -0.11974165, -0.38827781, -0.47216247, -1.42423422,
        2.74394178])]"
4491,movel_fit,"[array([ 851.32530644, -690.41327029,  704.24210626])]","[array([-0.93685667, -0.12375709, -0.39782047, -0.48494953, -1.43246785,
        2.71921596])]"
4990,movel_fit,"[array([ 851.71731644, -673.08870866,  701.62193285])]","[array([-0.93316935, -0.12774531, -0.4070962 , -0.49771448, -1.44056444,
        2.69463832])]"
5489,movel_fit,"[array([ 852.39630463, -655.71278031,  699.43847343])]","[array([-0.92909682, -0.13173411, -0.41611425, -0.51041651, -1.44847758,
        2.67026881])]"
5988,movel_fit,"[array([ 853.35242779, -638.30161012,  697.68289018])]","[array([-0.92464564, -0.1357721 , -0.42491338, -0.52305864, -1.45614585,
        2.64621906])]"
6487,movel_fit,"[array([ 854.57481156, -620.8701514 ,  696.34453332])]","[array([-0.91983218, -0.1399176 , -0.43354377, -0.53565875, -1.46350304,
        2.62260958])]"
6986,movel_fit,"[array([ 856.05174483, -603.43205753,  695.41119117])]","[array([-0.91466804, -0.14422515, -0.44204837, -0.5482261 , -1.47048958,
        2.59953472])]"
7485,movel_fit,"[array([ 857.77086945, -585.99959839,  694.86934891])]","[array([-0.90915122, -0.1487337 , -0.45044876, -0.56074751, -1.47706187,
        2.57704197])]"
7984,movel_fit,"[array([ 859.71935995, -568.58361589,  694.70444525])]","[array([-0.90326342, -0.15345901, -0.45873811, -0.57318368, -1.48319749,
        2.55512646])]"
8483,movel_fit,"[array([ 861.88408888, -551.19351287,  694.90111866])]","[array([-0.89697239, -0.15839133, -0.46688116, -0.58547325, -1.48889588,
        2.53373755])]"
8982,movel_fit,"[array([ 864.25177482, -533.83727009,  695.44343634])]","[array([-0.89023726, -0.1634978 , -0.47481996, -0.59754142, -1.49417515,
        2.51279283])]"
9481,movel_fit,"[array([ 866.80911132, -516.52148649,  696.31510108])]","[array([-0.88301497, -0.16872829, -0.48248278, -0.6093101 , -1.49906656,
        2.49219484])]"
9980,movel_fit,"[array([ 869.54287565, -499.25143834,  697.49963315])]","[array([-0.87526628, -0.17402284, -0.48979387, -0.62070707, -1.50360804,
        2.4718466 ])]"
10479,movel_fit,"[array([ 872.44001742, -482.03115354,  698.98052552])]","[array([-0.86696012, -0.17931907, -0.49668221, -0.6316727 , -1.50783827,
        2.45166357])]"
10978,movel_fit,"[array([ 875.48772766, -464.86349771,  700.7413724 ])]","[array([-0.85807615, -0.18455837, -0.50308776, -0.64216358, -1.51179215,
        2.43158085])]"
11477,movel_fit,"[array([ 878.67348963, -447.75026866,  702.76597203])]","[array([-0.84860519, -0.18968999, -0.50896488, -0.6521531 , -1.51549796,
        2.41155564])]"
11976,movel_fit,"[array([ 881.98511298, -430.69229647,  705.03840543])]","[array([-0.8385481 , -0.19467286, -0.51428283, -0.66162957, -1.51897653,
        2.39156566])]"
12475,movel_fit,"[array([ 885.4107533 , -413.68954621,  707.54309363])]","[array([-0.82791366, -0.19947531, -0.51902396, -0.67059275, -1.52224177,
        2.37160495])]"
12974,movel_fit,"[array([ 888.93891912, -396.74122045,  710.26483601])]","[array([-0.81671588, -0.20407335, -0.52318062, -0.67904976, -1.52530241,
        2.35167849])]"
13473,movel_fit,"[array([ 892.55846873, -379.84585892,  713.18883263])]","[array([-0.80497157, -0.20844816, -0.52675155, -0.68701115, -1.52816404,
        2.33179693])]"
13972,movel_fit,"[array([ 896.25859873, -363.00143278,  716.30069338])]","[array([-0.79269835, -0.21258364, -0.52973866, -0.69448791, -1.53083109,
        2.31197241])]"
14471,movel_fit,"[array([ 900.02882647, -346.20543128,  719.58643643])]","[array([-0.77991338, -0.21646455, -0.53214477, -0.70148947, -1.53330834,
        2.292216  ])]"
14970,movel_fit,"[array([ 903.85896795, -329.45493908,  723.03247842])]","[array([-0.76663286, -0.2200756 , -0.53397258, -0.70802299, -1.53560161,
        2.27253681])]"
15469,movel_fit,"[array([ 907.73911266, -312.74670283,  726.62561799])]","[array([-0.75287207, -0.22340162, -0.53522457, -0.71409347, -1.5377177 ,
        2.25294232])]"
15968,movel_fit,"[array([ 911.65959639, -296.07718647,  730.35301445])]","[array([-0.7386457 , -0.2264284 , -0.53590385, -0.71970439, -1.5396638 ,
        2.23343965])]"
16467,movel_fit,"[array([ 915.6109728 , -279.44261535,  734.20216232])]","[array([-0.72396833, -0.22914404, -0.53601516, -0.72485853, -1.54144648,
        2.21403686])]"
16966,movel_fit,"[array([ 919.58398404, -262.83900987,  738.16086274])]","[array([-0.70885462, -0.2315401 , -0.53556577, -0.72955845, -1.54307085,
        2.19474395])]"
17465,movel_fit,"[array([ 923.56953065, -246.26221025,  742.2171919 ])]","[array([-0.69331924, -0.23361217, -0.53456572, -0.73380649, -1.54454003,
        2.17557305])]"
17964,movel_fit,"[array([ 927.55864062, -229.70789441,  746.35946691])]","[array([-0.67737646, -0.23535957, -0.5330273 , -0.73760423, -1.54585532,
        2.15653775])]"
18463,movel_fit,"[array([ 931.54243738, -213.17159154,  750.57620907])]","[array([-0.66103933, -0.23678402, -0.53096366, -0.74095138, -1.54701709,
        2.13765154])]"
18962,movel_fit,"[array([ 935.51210641, -196.64869386,  754.85610468])]","[array([-0.64431886, -0.23788749, -0.52838683, -0.74384448, -1.54802641,
        2.11892581])]"
19461,movel_fit,"[array([ 939.45886036, -180.13446942,  759.18796335])]","[array([-0.62722312, -0.23866954, -0.5253054 , -0.74627556, -1.548887  ,
        2.10036771])]"
19960,movel_fit,"[array([ 943.37390224, -163.62407797,  763.56067406])]","[array([-0.60975664, -0.23912475, -0.52172251, -0.7482312 , -1.54960735,
        2.08197839])]"
20459,movel_fit,"[array([ 947.24838705, -147.11259196,  767.96315932])]","[array([-0.59192023, -0.23924067, -0.51763439, -0.74969213, -1.55020247,
        2.06375196])]"
20958,movel_fit,"[array([ 951.07338158, -130.59502346,  772.38432758])]","[array([-0.57371112, -0.23899693, -0.51302988, -0.75063357, -1.55069486,
        2.04567554])]"
