primitives,points,q_bp
moveabsj,"[array([-259.0113589 ,  504.49351191,  562.10210025])]","[array([ 1.08394384,  0.34500698,  1.11193518, -0.60882427, -0.67600313,
        5.05510179])]"
moveabsj,"[array([-351.29704518,  481.24824345,  590.23273613])]","[array([ 1.30222968,  0.32352503,  0.96516992, -0.58521912, -0.64796061,
        5.04736104])]"
moveabsj,"[array([-354.9268894 ,  480.42868758,  592.83937064])]","[array([ 1.31137537,  0.32148841,  0.95691242, -0.58312299, -0.64719736,
        5.04703838])]"
moveabsj,"[array([-357.76632724,  480.31667713,  596.48301543])]","[array([ 1.31938916,  0.31843784,  0.94739576, -0.5799418 , -0.64705012,
        5.04666237])]"
moveabsj,"[array([-359.82750135,  480.89310956,  601.19747159])]","[array([ 1.32624433,  0.31435122,  0.93658902, -0.5757608 , -0.64746246,
        5.0462678 ])]"
moveabsj,"[array([-361.13577844,  482.10177259,  606.98894292])]","[array([ 1.33193381,  0.30924859,  0.92451774, -0.57059758, -0.64843311,
        5.0458012 ])]"
moveabsj,"[array([-361.73040915,  483.86949205,  613.84470093])]","[array([ 1.33648151,  0.30317734,  0.91121237, -0.5644618 , -0.64994807,
        5.04519107])]"
moveabsj,"[array([-361.65701956,  486.10114922,  621.73652037])]","[array([ 1.33990735,  0.29618854,  0.89670681, -0.55745199, -0.65195608,
        5.04440449])]"
moveabsj,"[array([-361.00775582,  488.66355116,  630.58764592])]","[array([ 1.342324  ,  0.28838579,  0.88109782, -0.54958686, -0.65443337,
        5.04332513])]"
moveabsj,"[array([-359.88750106,  491.39798805,  640.29043628])]","[array([ 1.34383798,  0.27988683,  0.86449773, -0.54103   , -0.65732478,
        5.04190121])]"
moveabsj,"[array([-358.44458372,  494.11628886,  650.68746189])]","[array([ 1.34463046,  0.27084467,  0.84707917, -0.53196378, -0.66057776,
        5.04007411])]"
moveabsj,"[array([-356.86556688,  496.6140239 ,  661.57285426])]","[array([ 1.34495084,  0.26144758,  0.82907156, -0.52260549, -0.66414123,
        5.03780229])]"
moveabsj,"[array([-355.36170482,  498.68521352,  672.69897455])]","[array([ 1.34509737,  0.25191204,  0.81076294, -0.51321821, -0.66796827,
        5.03508624])]"
moveabsj,"[array([-354.16113778,  500.14637642,  683.79144838])]","[array([ 1.34542551,  0.24246622,  0.7924914 , -0.50407811, -0.67198591,
        5.03198434])]"
moveabsj,"[array([-353.47780581,  500.85228246,  694.5519428 ])]","[array([ 1.34629378,  0.23336984,  0.77464237, -0.49547479, -0.6761263 ,
        5.02861028])]"
moveabsj,"[array([-353.51126192,  500.71451835,  704.68071552])]","[array([ 1.34808858,  0.22488054,  0.75763523, -0.48764639, -0.68027062,
        5.02512145])]"
moveabsj,"[array([-354.41640011,  499.70402424,  713.88264976])]","[array([ 1.35115448,  0.21726699,  0.74190175, -0.48082428, -0.68426969,
        5.02172384])]"
moveabsj,"[array([-356.30513626,  497.84544139,  721.86082188])]","[array([ 1.35579147,  0.21082078,  0.72788664, -0.47521981, -0.68794549,
        5.0186427 ])]"
moveabsj,"[array([-359.26862135,  495.19834576,  728.32539195])]","[array([ 1.36228823,  0.20582409,  0.71604643, -0.47100455, -0.69106162,
        5.01609885])]"
moveabsj,"[array([-363.38524169,  491.83372269,  732.96695446])]","[array([ 1.37091247,  0.2025945 ,  0.70685488, -0.46834176, -0.69337238,
        5.01428561])]"
moveabsj,"[array([-368.72887912,  487.80954219,  735.45108568])]","[array([ 1.38190321,  0.20148502,  0.70079087, -0.46745971, -0.69461592,
        5.01340232])]"
moveabsj,"[array([-375.42392616,  483.1154118 ,  735.4288517 ])]","[array([ 1.3955655 ,  0.20282579,  0.69834668, -0.46862525, -0.69448117,
        5.01363169])]"
moveabsj,"[array([-383.65191388,  477.63101735,  732.48487227])]","[array([ 1.41226108,  0.20700644,  0.70004073, -0.47216482, -0.69270058,
        5.01508977])]"
moveabsj,"[array([-393.67777948,  471.05313167,  726.10995042])]","[array([ 1.43244925,  0.2144934 ,  0.70643348, -0.47838813, -0.68913428,
        5.01770134])]"
moveabsj,"[array([-405.82527905,  462.87435904,  715.81458077])]","[array([ 1.45664859,  0.22570494,  0.71787508, -0.48782207, -0.68350866,
        5.02139505])]"
moveabsj,"[array([-420.43168401,  452.31353102,  701.05554532])]","[array([ 1.48538795,  0.24113382,  0.73459054, -0.50091726, -0.67567735,
        5.02575206])]"
moveabsj,"[array([-437.65684392,  438.42052651,  681.42952088])]","[array([ 1.51896097,  0.26121016,  0.75641678, -0.51799994, -0.66543333,
        5.03009821])]"
moveabsj,"[array([-457.20214465,  420.3496398 ,  656.92424133])]","[array([ 1.55708594,  0.28617962,  0.78262787, -0.53891225, -0.65253492,
        5.03356256])]"
moveabsj,"[array([-478.03880838,  397.90609782,  628.3264977 ])]","[array([ 1.59851979,  0.31583484,  0.81164001, -0.56271577, -0.63679465,
        5.03547596])]"
moveabsj,"[array([-498.52537927,  371.97075478,  597.4608325 ])]","[array([ 1.64108757,  0.34904792,  0.84112492, -0.587659  , -0.61837901,
        5.03579662])]"
moveabsj,"[array([-516.9668227 ,  344.4346336 ,  566.79529168])]","[array([ 1.68218173,  0.38385945,  0.86856476, -0.61142472, -0.59843571,
        5.03482848])]"
moveabsj,"[array([-532.2332983 ,  317.60593879,  538.90307463])]","[array([ 1.71943138,  0.41730853,  0.89185396, -0.63255291, -0.57846904,
        5.03349864])]"
moveabsj,"[array([-544.01488258,  293.56927921,  515.66627368])]","[array([ 1.75129136,  0.44671455,  0.90967653, -0.64986439, -0.56049617,
        5.03210852])]"
moveabsj,"[array([-552.57880186,  273.91469663,  498.38029482])]","[array([ 1.77692499,  0.4695493 ,  0.92130503, -0.6631488 , -0.54604617,
        5.03105422])]"
moveabsj,"[array([-558.49235995,  259.86168772,  487.63853056])]","[array([ 1.79612344,  0.48477677,  0.92606774, -0.67119263, -0.53701324,
        5.02944019])]"
moveabsj,"[array([-562.03437062,  252.40762859,  484.65689419])]","[array([ 1.80807741,  0.48940114,  0.9236331 , -0.6753    , -0.53365224,
        5.02870958])]"
moveabsj,"[array([-563.36298891,  252.37435136,  490.07897056])]","[array([ 1.81223843,  0.48276491,  0.91328001, -0.67442709, -0.53714077,
        5.02827731])]"
moveabsj,"[array([-562.2966185 ,  260.25096585,  504.53483745])]","[array([ 1.80800221,  0.46476899,  0.8940715 , -0.66775062, -0.54783844,
        5.02802389])]"
moveabsj,"[array([-558.03991508,  275.45216991,  528.71561289])]","[array([ 1.79448367,  0.43494476,  0.86610435, -0.65530466, -0.56519562,
        5.0283011 ])]"
moveabsj,"[array([-549.94628064,  296.31573165,  562.2762477 ])]","[array([ 1.77218111,  0.3952541 ,  0.82926796, -0.63579625, -0.58820356,
        5.02813252])]"
moveabsj,"[array([-537.8058932 ,  319.6579371 ,  603.31175452])]","[array([ 1.74259576,  0.34930003,  0.78398005, -0.6108505 , -0.6141766 ,
        5.02721051])]"
moveabsj,"[array([-523.10984502,  340.32208338,  647.15284898])]","[array([ 1.71015152,  0.30255118,  0.73364633, -0.58350297, -0.64029987,
        5.02406721])]"
moveabsj,"[array([-509.00055172,  353.75588634,  687.64941306])]","[array([ 1.68105372,  0.26061286,  0.68401045, -0.5583482 , -0.66450228,
        5.01807812])]"
moveabsj,"[array([-498.42292214,  358.73772609,  720.14315267])]","[array([ 1.66045784,  0.22707408,  0.64120067, -0.53874835, -0.68553974,
        5.01055796])]"
moveabsj,"[array([-492.54619115,  357.24004065,  742.66746082])]","[array([ 1.6503512 ,  0.20342123,  0.60981982, -0.52604352, -0.70203002,
        5.0041092 ])]"
moveabsj,"[array([-491.4319651 ,  352.51706262,  754.53554231])]","[array([ 1.65080611,  0.19126287,  0.59214041, -0.52057986, -0.71185032,
        5.00106151])]"
moveabsj,"[array([-495.04378055,  346.40813346,  754.83163677])]","[array([ 1.6617473 ,  0.19166638,  0.59108478, -0.52234658, -0.71341487,
        5.00221646])]"
moveabsj,"[array([-503.638271  ,  339.06374738,  742.64448052])]","[array([ 1.6835911 ,  0.20613901,  0.60707314, -0.53150881, -0.70637262,
        5.00717551])]"
moveabsj,"[array([-517.40658695,  327.75965578,  718.05690061])]","[array([ 1.71700575,  0.23371183,  0.63863816, -0.54982687, -0.69076008,
        5.01582115])]"
moveabsj,"[array([-536.23350757,  308.26458699,  680.83232709])]","[array([ 1.76303497,  0.2746937 ,  0.6828888 , -0.57672665, -0.66854138,
        5.02476632])]"
moveabsj,"[array([-584.71582609,  212.61600218,  559.32166466])]","[array([ 1.91308205,  0.41417484,  0.81864415, -0.66013498, -0.59775521,
        5.03830961])]"
