primitives,points,q_bp
moveabsj,"[array([1545.67024392,  348.36860265, 1485.55501014])]","[array([ 5.51110875e-01, -1.43280493e-01,  9.11528711e-01, -2.31109664e+00,
        1.36972433e+00, -2.39400023e-04])]"
moveabsj,"[array([1829.0001178 ,  477.17953844, 1354.91632772])]","[array([ 0.50482083,  0.12058241,  0.71568013, -2.38548067,  1.247222  ,
       -0.00747906])]"
moveabsj,"[array([1841.93053266,  483.95609456, 1347.62713786])]","[array([ 0.50310894,  0.13280328,  0.70615826, -2.38992139,  1.24152012,
       -0.00825747])]"
moveabsj,"[array([1854.58438108,  492.05599884, 1341.27975736])]","[array([ 0.50185856,  0.14473306,  0.69639955, -2.3952673 ,  1.23592682,
       -0.00950553])]"
moveabsj,"[array([1866.97081474,  501.37064938, 1335.83431847])]","[array([ 0.50101325,  0.15636407,  0.68642774, -2.4014778 ,  1.23041749,
       -0.01121323])]"
moveabsj,"[array([1879.09367229,  511.81872198, 1331.27400477])]","[array([ 0.50051484,  0.16771826,  0.67626799, -2.40859316,  1.22504768,
       -0.01336522])]"
moveabsj,"[array([1890.98485325,  523.32396336, 1327.58315032])]","[array([ 0.50031426,  0.17879871,  0.66590227, -2.41657636,  1.2197617 ,
       -0.01598736])]"
moveabsj,"[array([1902.66925119,  535.75919278, 1324.71600272])]","[array([ 0.50034574,  0.18961709,  0.6553348 , -2.42538629,  1.21453315,
       -0.01907155])]"
moveabsj,"[array([1914.19198445,  548.97950533, 1322.58763593])]","[array([ 0.50052442,  0.20022472,  0.64457385, -2.43502345,  1.20937018,
       -0.02257337])]"
moveabsj,"[array([1925.59154994,  562.83036152, 1321.12233248])]","[array([ 0.50078837,  0.21063523,  0.63360993, -2.44538018,  1.20420669,
       -0.02648541])]"
moveabsj,"[array([1936.89723624,  577.10916666, 1320.18697205])]","[array([ 0.50106582,  0.220882  ,  0.62246782, -2.45633983,  1.19902322,
       -0.03074667])]"
moveabsj,"[array([1948.12667913,  591.60142492, 1319.62900298])]","[array([ 0.50129412,  0.23099193,  0.61118861, -2.46775729,  1.19380445,
       -0.03527992])]"
moveabsj,"[array([1959.28137511,  606.09364173, 1319.2632703 ])]","[array([ 0.50143235,  0.24099291,  0.59982978, -2.47943954,  1.18854628,
       -0.03998583])]"
moveabsj,"[array([1970.3300969 ,  620.37839924, 1318.87933521])]","[array([ 0.5014673 ,  0.25089582,  0.58847992, -2.49114378,  1.18325189,
       -0.04474461])]"
moveabsj,"[array([1981.22199051,  634.28535137, 1318.25392007])]","[array([ 0.50141454,  0.26071198,  0.57724131, -2.5026113 ,  1.1779422 ,
       -0.04942115])]"
moveabsj,"[array([1991.87603151,  647.68021499, 1317.15236669])]","[array([ 0.50131763,  0.27043871,  0.5662423 , -2.51357087,  1.17264465,
       -0.05386853])]"
moveabsj,"[array([2002.198006  ,  660.48879306, 1315.32508613])]","[array([ 0.50124802,  0.28007932,  0.55561721, -2.52375546,  1.167388  ,
       -0.05793836])]"
moveabsj,"[array([2012.0797346 ,  672.66418198, 1312.52414874])]","[array([ 0.50129264,  0.28962397,  0.5455083 , -2.53288805,  1.16218537,
       -0.06148785])]"
moveabsj,"[array([2021.40903512,  684.18940356, 1308.48187703])]","[array([ 0.50154585,  0.29907048,  0.53606453, -2.54070792,  1.1570451 ,
       -0.06437553])]"
moveabsj,"[array([2030.08696148,  695.03648186, 1302.92442667])]","[array([ 0.50208805,  0.30842694,  0.52742936, -2.54697104,  1.15197308,
       -0.06645799])]"
moveabsj,"[array([2038.01867749,  705.11196044, 1295.55342867])]","[array([ 0.50297779,  0.3176904 ,  0.51976046, -2.55139786,  1.14694946,
       -0.06758752])]"
moveabsj,"[array([2045.13631835,  714.24885183, 1286.00562869])]","[array([ 0.50423508,  0.32688706,  0.51322448, -2.553714  ,  1.14195289,
       -0.06759298])]"
moveabsj,"[array([2051.41739427,  722.17286427, 1273.91129391])]","[array([ 0.50583091,  0.33606588,  0.50795841, -2.55361962,  1.13695734,
       -0.06629989])]"
moveabsj,"[array([2056.92396018,  728.48443947, 1258.9184115 ])]","[array([ 0.50768388,  0.34530224,  0.50401124, -2.55072059,  1.13186957,
       -0.06356678])]"
moveabsj,"[array([2061.8229066 ,  732.64031348, 1240.65591858])]","[array([ 0.50957002,  0.35474565,  0.50140355, -2.54486414,  1.12662894,
       -0.05918111])]"
moveabsj,"[array([2066.45400354,  734.11851088, 1218.9144048 ])]","[array([ 0.51123869,  0.36458584,  0.49988088, -2.53579446,  1.1209466 ,
       -0.05308434])]"
moveabsj,"[array([2071.33019535,  732.59422606, 1193.77119215])]","[array([ 0.51235012,  0.37507351,  0.49894261, -2.52370153,  1.11444053,
       -0.0453288 ])]"
moveabsj,"[array([2077.11262932,  728.24708508, 1165.81091391])]","[array([ 0.51262164,  0.38640421,  0.49771742, -2.50907757,  1.1064227 ,
       -0.03628821])]"
moveabsj,"[array([2084.45982855,  721.97107023, 1136.27170654])]","[array([ 0.51186019,  0.39865883,  0.49516524, -2.49319482,  1.09626069,
       -0.02656959])]"
moveabsj,"[array([2093.71516266,  715.37749193, 1106.92868742])]","[array([ 0.51019874,  0.41164321,  0.49035823, -2.47755313,  1.08356598,
       -0.01700779])]"
moveabsj,"[array([2104.58807314,  710.36542918, 1079.74884807])]","[array([ 0.50807227,  0.42487226,  0.4830298 , -2.46385006,  1.06881675,
       -0.00832568])]"
moveabsj,"[array([2116.18616018,  708.48780275, 1056.11934526])]","[array([ 5.06077932e-01,  4.37807311e-01,  4.73770649e-01, -2.45355438e+00,
        1.05338357e+00, -8.40281975e-04])]"
moveabsj,"[array([2127.289006  ,  710.65741312, 1036.77051898])]","[array([ 0.5049443 ,  0.44977641,  0.46355594, -2.44678827,  1.03851336,
        0.00505932])]"
moveabsj,"[array([2136.83322863,  717.05713086, 1021.42563917])]","[array([ 0.50510314,  0.46052579,  0.45354927, -2.44360187,  1.02552261,
        0.00939074])]"
moveabsj,"[array([2144.0035578 ,  727.60244427, 1009.99959201])]","[array([ 0.5068905 ,  0.46969716,  0.44454743, -2.44342274,  1.01511616,
        0.01175675])]"
moveabsj,"[array([2148.24080619,  741.902661  , 1001.85484763])]","[array([ 0.51051555,  0.47711655,  0.43709706, -2.4451184 ,  1.00734331,
        0.01176426])]"
moveabsj,"[array([2148.81895745,  759.72965318,  996.76583581])]","[array([ 0.51579623,  0.48303797,  0.43245806, -2.4509238 ,  1.00455915,
        0.01040476])]"
moveabsj,"[array([2146.09636105,  781.13532916,  995.95880882])]","[array([ 0.52285262,  0.48695163,  0.42970664, -2.45932484,  1.00559854,
        0.006545  ])]"
moveabsj,"[array([2140.15164152,  806.52859955, 1000.33377718])]","[array([ 5.31666280e-01,  4.88652036e-01,  4.28496226e-01, -2.47083394e+00,
        1.01027138e+00,  2.24848316e-04])]"
moveabsj,"[array([2131.94558916,  836.74070065, 1011.46335975])]","[array([ 0.54195418,  0.4882724 ,  0.42739654, -2.48663699,  1.01781636,
       -0.00869822])]"
moveabsj,"[array([2123.53099242,  871.27882569, 1029.8781959 ])]","[array([ 0.55254684,  0.48671667,  0.42442237, -2.50816782,  1.02689481,
       -0.01977999])]"
