primitives,points,q_bp
moveabsj,"[array([-259.021095  ,  504.45515399,  562.08180759])]","[array([ 1.08390563,  0.34505796,  1.11201943, -0.60877026, -0.67611655,
        5.05498388])]"
moveabsj,"[array([-351.2850882 ,  481.27735926,  590.24222252])]","[array([ 1.30221734,  0.32353411,  0.96509586, -0.58528216, -0.64790835,
        5.04742525])]"
moveabsj,"[array([-354.90752364,  480.46301848,  592.85354984])]","[array([ 1.31134359,  0.32149253,  0.95682159, -0.58322673, -0.64713002,
        5.04713027])]"
moveabsj,"[array([-357.75065006,  480.34550044,  596.49230432])]","[array([ 1.31936378,  0.31845064,  0.9473198 , -0.58002025, -0.64700147,
        5.04673036])]"
moveabsj,"[array([-359.81490353,  480.92002839,  601.20556411])]","[array([ 1.32622652,  0.31436562,  0.93651911, -0.5758239 , -0.64741895,
        5.0463257 ])]"
moveabsj,"[array([-361.11848126,  482.12628825,  607.00142026])]","[array([ 1.33189996,  0.30924956,  0.92444998, -0.57068957, -0.64838295,
        5.04587654])]"
moveabsj,"[array([-361.71738876,  483.88835669,  613.85703612])]","[array([ 1.33645644,  0.30317137,  0.9111597 , -0.56453629, -0.64990321,
        5.04525513])]"
moveabsj,"[array([-361.65066946,  486.10922368,  621.73895413])]","[array([ 1.33989446,  0.29619516,  0.89668415, -0.55748038, -0.65194498,
        5.04442514])]"
moveabsj,"[array([-360.99847089,  488.66852423,  630.59587371])]","[array([ 1.34230087,  0.28837329,  0.88107943, -0.54963923, -0.65441176,
        5.04336429])]"
moveabsj,"[array([-359.88214953,  491.39739598,  640.29815607])]","[array([ 1.34382264,  0.27986693,  0.86449424, -0.54106662, -0.65730801,
        5.04192983])]"
moveabsj,"[array([-358.44283137,  494.11128885,  650.69551688])]","[array([ 1.34462249,  0.27081646,  0.8470875 , -0.53198779, -0.6605624 ,
        5.04009544])]"
moveabsj,"[array([-356.86389092,  496.60603987,  661.57909955])]","[array([ 1.34494138,  0.26141968,  0.82908719, -0.52262655, -0.66413279,
        5.03781837])]"
moveabsj,"[array([-355.36198002,  498.67740172,  672.70400196])]","[array([ 1.34509334,  0.25188689,  0.81077943, -0.51322927, -0.66796169,
        5.03509585])]"
moveabsj,"[array([-354.16085533,  500.14151783,  683.79673166])]","[array([ 1.34542187,  0.24244574,  0.79250032, -0.50409031, -0.67197668,
        5.03199592])]"
moveabsj,"[array([-353.47591774,  500.8533081 ,  694.55678761])]","[array([ 1.34628954,  0.23336129,  0.77463658, -0.49548936, -0.67611477,
        5.02862436])]"
moveabsj,"[array([-353.50623608,  500.72440095,  704.68490703])]","[array([ 1.34808152,  0.2248905 ,  0.75760709, -0.48766707, -0.6802564 ,
        5.0251405 ])]"
moveabsj,"[array([-354.40916701,  499.72691148,  713.8891839 ])]","[array([ 1.35114917,  0.21729643,  0.74184034, -0.48085007, -0.68424276,
        5.02175151])]"
moveabsj,"[array([-356.2938052 ,  497.88064117,  721.8678758 ])]","[array([ 1.35578244,  0.21087381,  0.72779357, -0.47525516, -0.68791234,
        5.01867902])]"
moveabsj,"[array([-359.25510699,  495.24308858,  728.33434183])]","[array([ 1.36227827,  0.20589244,  0.71592837, -0.47104623, -0.69102007,
        5.01614265])]"
moveabsj,"[array([-363.3738821 ,  491.88483761,  732.97510151])]","[array([ 1.37091002,  0.20267618,  0.70672319, -0.46837249, -0.69332843,
        5.01432304])]"
moveabsj,"[array([-368.72662191,  487.86465259,  735.45551246])]","[array([ 1.38192342,  0.20157866,  0.7006562 , -0.46745261, -0.69457364,
        5.01341373])]"
moveabsj,"[array([-375.42444706,  483.16995475,  735.43178768])]","[array([ 1.39559036,  0.20292056,  0.69821518, -0.46860914, -0.69444143,
        5.0136361 ])]"
moveabsj,"[array([-383.65381142,  477.67548596,  732.483021  ])]","[array([ 1.41228314,  0.20709146,  0.69993648, -0.47214338, -0.69267728,
        5.0150845 ])]"
moveabsj,"[array([-393.6842992 ,  471.06753851,  726.10387926])]","[array([ 1.43247028,  0.2145303 ,  0.70640492, -0.47835303, -0.68913582,
        5.01767755])]"
moveabsj,"[array([-405.82675288,  462.85216578,  715.80202516])]","[array([ 1.45664593,  0.22569059,  0.71793628, -0.48779896, -0.68355078,
        5.02136247])]"
moveabsj,"[array([-420.42234881,  452.25484514,  701.04379414])]","[array([ 1.48535168,  0.24105708,  0.73473669, -0.50092795, -0.67574799,
        5.02572727])]"
moveabsj,"[array([-437.63553114,  438.33408153,  681.43401673])]","[array([ 1.51889462,  0.26105462,  0.75662182, -0.51806376, -0.66549359,
        5.03010756])]"
moveabsj,"[array([-457.16551202,  420.24648176,  656.96011014])]","[array([ 1.55698588,  0.28592719,  0.78286471, -0.53906451, -0.65254625,
        5.03364379])]"
moveabsj,"[array([-477.99601859,  397.809087  ,  628.3924239 ])]","[array([ 1.59841159,  0.31551799,  0.81186241, -0.56293474, -0.63673954,
        5.03562674])]"
moveabsj,"[array([-498.48494602,  371.89627674,  597.54250492])]","[array([ 1.64098997,  0.34871938,  0.84130167, -0.58791034, -0.6182728 ,
        5.03599388])]"
moveabsj,"[array([-516.93976353,  344.41517771,  566.89794448])]","[array([ 1.68211084,  0.38353734,  0.86861837, -0.61174486, -0.59822863,
        5.03513445])]"
moveabsj,"[array([-532.22698893,  317.64891435,  539.00967198])]","[array([ 1.71939418,  0.41703481,  0.89176588, -0.63292848, -0.57818297,
        5.03390425])]"
moveabsj,"[array([-544.0227284 ,  293.6380957 ,  515.72486024])]","[array([ 1.75127734,  0.44660066,  0.90952375, -0.65013905, -0.56028569,
        5.03241662])]"
moveabsj,"[array([-552.57625314,  273.99533729,  498.47833577])]","[array([ 1.7768665 ,  0.4693074 ,  0.92114557, -0.66362679, -0.54573639,
        5.03154616])]"
moveabsj,"[array([-558.52416387,  259.94595923,  487.60377247])]","[array([ 1.79616122,  0.48496255,  0.92584636, -0.6711846 , -0.53698162,
        5.02947425])]"
moveabsj,"[array([-562.05043374,  252.45681398,  484.64398316])]","[array([ 1.80808996,  0.48948489,  0.92350726, -0.67532954, -0.53361816,
        5.02875827])]"
moveabsj,"[array([-563.33449202,  252.37318184,  490.12655134])]","[array([ 1.81215486,  0.48260783,  0.91331259, -0.67465903, -0.53705261,
        5.02845147])]"
moveabsj,"[array([-562.27199618,  260.36522054,  504.57936471])]","[array([ 1.80785146,  0.46473415,  0.89383039, -0.66821905, -0.54764145,
        5.02839996])]"
moveabsj,"[array([-557.96950821,  275.60785931,  528.80627092])]","[array([ 1.79418849,  0.4348312 ,  0.8657873 , -0.65610169, -0.56490231,
        5.02890796])]"
