primitives,points,q_bp
moveabsj,"[array([-256.66118981,  503.55715373,  560.66182953])]","[array([ 1.0736678 ,  0.35125422,  1.11097703, -0.61642175, -0.68098609,
        5.05174271])]"
moveabsj,"[array([-351.26885181,  481.30232307,  590.25379206])]","[array([ 1.30218806,  0.32353283,  0.96502851, -0.58536935, -0.64785566,
        5.04749933])]"
moveabsj,"[array([-354.88290107,  480.5082625 ,  592.87448124])]","[array([ 1.31130449,  0.32149053,  0.95670232, -0.583365  , -0.64703503,
        5.04725665])]"
moveabsj,"[array([-357.74101845,  480.37991064,  596.49873757])]","[array([ 1.31936135,  0.31847754,  0.94723475, -0.58006556, -0.64695324,
        5.04678424])]"
moveabsj,"[array([-359.79475123,  480.95477293,  601.22378109])]","[array([ 1.32619173,  0.31436158,  0.93642598, -0.57593903, -0.64734343,
        5.04642864])]"
moveabsj,"[array([-361.10457786,  482.15340292,  607.01240788])]","[array([ 1.33187815,  0.30925741,  0.92437829, -0.57076369, -0.64833312,
        5.04594371])]"
moveabsj,"[array([-361.7140376 ,  483.90610801,  613.85857232])]","[array([ 1.33645905,  0.30319245,  0.91111648, -0.56454841, -0.64988403,
        5.04527342])]"
moveabsj,"[array([-361.63879581,  486.11952949,  621.7462708 ])]","[array([ 1.3398671 ,  0.29619279,  0.89665241, -0.55754067, -0.65192139,
        5.04446899])]"
moveabsj,"[array([-360.99239017,  488.67171315,  630.60089403])]","[array([ 1.34228567,  0.28836604,  0.88106762, -0.54967279, -0.65439861,
        5.04338896])]"
moveabsj,"[array([-359.89224914,  491.38403237,  640.28718817])]","[array([ 1.34384224,  0.27987295,  0.8645337 , -0.54100941, -0.65734282,
        5.04188011])]"
moveabsj,"[array([-358.43828013,  494.10636532,  650.70821766])]","[array([ 1.34460689,  0.27077721,  0.84709274, -0.53203159, -0.66053656,
        5.04013315])]"
moveabsj,"[array([-356.87251867,  496.58834961,  661.575779  ])]","[array([ 1.34495368,  0.26139677,  0.82913442, -0.52259383, -0.66415103,
        5.03779068])]"
moveabsj,"[array([-355.359719  ,  498.66667318,  672.70932991])]","[array([ 1.34508082,  0.25185719,  0.81080127, -0.51325182, -0.66795784,
        5.03511064])]"
moveabsj,"[array([-354.15801707,  500.13438962,  683.80324921])]","[array([ 1.34541021,  0.24241953,  0.79251264, -0.50411531, -0.67196741,
        5.03201506])]"
moveabsj,"[array([-353.48117397,  500.84609957,  694.55111882])]","[array([ 1.34629881,  0.23335985,  0.7746591 , -0.49546361, -0.67613096,
        5.02860139])]"
moveabsj,"[array([-353.49786698,  500.73397847,  704.68935289])]","[array([ 1.34806582,  0.22490069,  0.75757774, -0.48770073, -0.68024357,
        5.025167  ])]"
moveabsj,"[array([-354.39975423,  499.75292156,  713.89614825])]","[array([ 1.35114014,  0.21733135,  0.74177018, -0.48088307, -0.68421393,
        5.02178455])]"
moveabsj,"[array([-356.28094283,  497.92310732,  721.8761637 ])]","[array([ 1.35577355,  0.21093794,  0.72768183, -0.47529453, -0.68787241,
        5.01872069])]"
moveabsj,"[array([-359.24318255,  495.29551442,  728.3405501 ])]","[array([ 1.36227622,  0.2059797 ,  0.71579471, -0.47107465, -0.69097929,
        5.01617742])]"
moveabsj,"[array([-363.35977996,  491.9467932 ,  732.98720847])]","[array([ 1.37090622,  0.20277086,  0.70656194, -0.46841415, -0.6932701 ,
        5.01437331])]"
moveabsj,"[array([-368.7215423 ,  487.93294768,  735.45927618])]","[array([ 1.3819429 ,  0.20169888,  0.70048941, -0.46744957, -0.69452665,
        5.01342967])]"
moveabsj,"[array([-375.42476745,  483.2375397 ,  735.4354774 ])]","[array([ 1.39562036,  0.203038  ,  0.69805205, -0.46859045, -0.69439227,
        5.01364237])]"
moveabsj,"[array([-383.66092431,  477.7306874 ,  732.48644559])]","[array([ 1.41232218,  0.2071843 ,  0.69980512, -0.47210792, -0.69263204,
        5.01507838])]"
moveabsj,"[array([-393.69145358,  471.08525267,  726.09475704])]","[array([ 1.43249399,  0.21457922,  0.70637054, -0.47831055, -0.68914214,
        5.01764698])]"
moveabsj,"[array([-405.82660635,  462.82174551,  715.78801453])]","[array([ 1.45663688,  0.22566477,  0.71801768, -0.48778007, -0.68360238,
        5.02132865])]"
moveabsj,"[array([-420.41387313,  452.18383352,  701.02629163])]","[array([ 1.48531491,  0.24097087,  0.73491582, -0.50092528, -0.67583941,
        5.02568482])]"
moveabsj,"[array([-437.5933085 ,  438.24649101,  681.50009309])]","[array([ 1.5187743 ,  0.2607596 ,  0.75679956, -0.51831011, -0.66542302,
        5.03029059])]"
moveabsj,"[array([-457.1161412 ,  420.11856821,  657.01221735])]","[array([ 1.55685134,  0.28559591,  0.78315552, -0.53928232, -0.65254477,
        5.03376949])]"
moveabsj,"[array([-477.94146459,  397.69269045,  628.48369751])]","[array([ 1.59827301,  0.31510656,  0.81212646, -0.56323431, -0.63664666,
        5.03584363])]"
moveabsj,"[array([-498.43072614,  371.80545503,  597.66750224])]","[array([ 1.64085728,  0.34824931,  0.84151487, -0.58829163, -0.61808645,
        5.03631059])]"
moveabsj,"[array([-516.90125394,  344.36829563,  567.0020874 ])]","[array([ 1.68201604,  0.38317525,  0.86874059, -0.61207277, -0.59804936,
        5.03542232])]"
moveabsj,"[array([-532.21882699,  317.70601122,  539.14293194])]","[array([ 1.71934542,  0.41669645,  0.89164776, -0.63340525, -0.57782247,
        5.03441725])]"
moveabsj,"[array([-544.03958163,  293.73598083,  515.78886587])]","[array([ 1.75127434,  0.44649987,  0.90930012, -0.65045596, -0.56002787,
        5.03278724])]"
moveabsj,"[array([-552.56265351,  274.09861538,  498.64999852])]","[array([ 1.77676049,  0.46884948,  0.92095847, -0.66441077, -0.54524017,
        5.03234124])]"
moveabsj,"[array([-558.58101146,  260.07227996,  487.51686149])]","[array([ 1.79624556,  0.48535445,  0.92549888, -0.67103726, -0.53700806,
        5.02939968])]"
moveabsj,"[array([-562.06719119,  252.45303133,  484.60402096])]","[array([ 1.80814314,  0.48961324,  0.92349396, -0.67514426, -0.53370275,
        5.02860407])]"
moveabsj,"[array([-563.2781654 ,  252.32641741,  490.21259354])]","[array([ 1.81202206,  0.48228519,  0.91347686, -0.6749863 , -0.53694341,
        5.02868016])]"
moveabsj,"[array([-562.24903266,  260.52465157,  504.63197409])]","[array([ 1.80767412,  0.46471742,  0.89348536, -0.6688083 , -0.54738073,
        5.02888706])]"
moveabsj,"[array([-557.86603806,  275.86968421,  528.94240897])]","[array([ 1.79373422,  0.43469207,  0.8652439 , -0.657349  , -0.56443587,
        5.0298663 ])]"
moveabsj,"[array([-549.7600208 ,  296.23553124,  562.47393152])]","[array([ 1.77172502,  0.3945666 ,  0.82954443, -0.63677834, -0.58796501,
        5.02879731])]"
moveabsj,"[array([-537.60644091,  319.3196137 ,  603.52956433])]","[array([ 1.74223281,  0.34821688,  0.78483636, -0.61154251, -0.6140791 ,
        5.02765499])]"
moveabsj,"[array([-522.91851404,  339.86920576,  647.37816808])]","[array([ 1.70983425,  0.30126611,  0.73472785, -0.58410764, -0.64021917,
        5.02448082])]"
moveabsj,"[array([-508.85712552,  353.37222419,  687.81988093])]","[array([ 1.68081099,  0.25956454,  0.68489224, -0.55881156, -0.66443646,
        5.01841689])]"
moveabsj,"[array([-498.35375418,  358.61290386,  720.21604944])]","[array([ 1.66032179,  0.2266968 ,  0.64147014, -0.53901209, -0.68549233,
        5.01076454])]"
moveabsj,"[array([-492.63798264,  356.99685613,  742.50328995])]","[array([ 1.65060853,  0.20324577,  0.61052429, -0.52536203, -0.70239891,
        5.00346146])]"
moveabsj,"[array([-491.5111363 ,  352.59957874,  754.44109631])]","[array([ 1.65097259,  0.19158945,  0.5920046 , -0.52023383, -0.71195721,
        5.00075966])]"
moveabsj,"[array([-495.0509483 ,  346.27154496,  754.66598227])]","[array([ 1.66179228,  0.19166909,  0.59155565, -0.52201013, -0.71380945,
        5.00181338])]"
moveabsj,"[array([-503.62495546,  338.84161137,  742.17310581])]","[array([ 1.68361835,  0.20650891,  0.60798889, -0.53070777, -0.7074717 ,
        5.00614808])]"
moveabsj,"[array([-517.16823776,  327.39963702,  717.95911241])]","[array([ 1.71657486,  0.23316536,  0.63966406, -0.55013946, -0.69131359,
        5.01579848])]"
moveabsj,"[array([-535.87791685,  307.84113553,  681.49084117])]","[array([ 1.76238875,  0.27250437,  0.68374028, -0.5785758 , -0.66762388,
        5.02644899])]"
moveabsj,"[array([-587.2405488 ,  211.01115486,  559.38346603])]","[array([ 1.92099125,  0.41319348,  0.82023348, -0.64907143, -0.59664218,
        5.03395489])]"
