primitives,points,q_bp
moveabsj,"[array([1543.45748969,  347.15234785, 1486.9749882 ])]","[array([ 5.51233439e-01, -1.46899060e-01,  9.13078118e-01, -2.31065590e+00,
        1.36840411e+00, -1.85311652e-03])]"
moveabsj,"[array([1829.00479412,  477.156957  , 1354.90915562])]","[array([ 0.50488415,  0.12056534,  0.71559684, -2.3851768 ,  1.24712719,
       -0.00753321])]"
moveabsj,"[array([1841.94905342,  483.90802925, 1347.60620646])]","[array([ 0.5031534 ,  0.1327867 ,  0.70607804, -2.38962491,  1.24140519,
       -0.00829855])]"
moveabsj,"[array([1854.60435817,  492.02637206, 1341.27332411])]","[array([ 0.50191346,  0.14470875,  0.69630671, -2.39495538,  1.23579138,
       -0.00956788])]"
moveabsj,"[array([1866.9842319 ,  501.33279072, 1335.81610149])]","[array([ 0.50106483,  0.15634475,  0.6863486 , -2.40117508,  1.23030144,
       -0.01126223])]"
moveabsj,"[array([1879.10426831,  511.7899249 , 1331.2637477 ])]","[array([ 0.50057389,  0.1676856 ,  0.67618541, -2.4082732 ,  1.22490694,
       -0.01343033])]"
moveabsj,"[array([1890.99304159,  523.30141726, 1327.57371488])]","[array([ 0.50037565,  0.17876281,  0.66582263, -2.41625885,  1.21961637,
       -0.01605628])]"
moveabsj,"[array([1902.67080979,  535.74546138, 1324.70778462])]","[array([ 0.50040977,  0.18958037,  0.65526307, -2.42508192,  1.21439682,
       -0.01914078])]"
moveabsj,"[array([1914.18896848,  548.97207117, 1322.58382761])]","[array([ 0.50058855,  0.20018419,  0.64450895, -2.43473397,  1.20923661,
       -0.02264432])]"
moveabsj,"[array([1925.58689002,  562.84696132, 1321.13389338])]","[array([ 0.50085958,  0.2105874 ,  0.63354111, -2.44510138,  1.20406036,
       -0.02657281])]"
moveabsj,"[array([1936.88999968,  577.10884019, 1320.17474109])]","[array([ 0.50110578,  0.22085915,  0.62243951, -2.4561741 ,  1.19894838,
       -0.03078436])]"
moveabsj,"[array([1948.1187901 ,  591.61945675, 1319.63232353])]","[array([ 0.50133115,  0.23096445,  0.61116358, -2.46763293,  1.19372909,
       -0.03532408])]"
moveabsj,"[array([1959.27173688,  606.09886843, 1319.25794235])]","[array([ 0.50143873,  0.24098018,  0.59983878, -2.47942809,  1.18852803,
       -0.03999161])]"
moveabsj,"[array([1970.32282773,  620.38085408, 1318.87281766])]","[array([ 0.50144899,  0.25089419,  0.58851063, -2.49123027,  1.18327212,
       -0.04472459])]"
moveabsj,"[array([1981.21990326,  634.29402513, 1318.25958886])]","[array([ 0.50137985,  0.26071317,  0.57727874, -2.50276927,  1.17797656,
       -0.04939278])]"
moveabsj,"[array([1991.87790728,  647.66763515, 1317.14792083])]","[array([ 0.50124714,  0.27046127,  0.56630856, -2.51384616,  1.17274562,
       -0.05379526])]"
moveabsj,"[array([2002.21270374,  660.46566643, 1315.31702807])]","[array([ 0.50114396,  0.28012731,  0.55569789, -2.5241469 ,  1.16754621,
       -0.0578279 ])]"
moveabsj,"[array([2012.10375653,  672.62687566, 1312.51586084])]","[array([ 0.50116044,  0.28969101,  0.5456008 , -2.53337114,  1.16239384,
       -0.06134583])]"
moveabsj,"[array([2021.44101925,  684.14747086, 1308.47621974])]","[array([ 0.50139175,  0.29915051,  0.5361651 , -2.54127162,  1.1572872 ,
       -0.06421153])]"
moveabsj,"[array([2030.12502865,  694.98560695, 1302.91231971])]","[array([ 0.50191078,  0.30853959,  0.5275413 , -2.54762799,  1.15229568,
       -0.06625584])]"
moveabsj,"[array([2038.06741872,  705.06385313, 1295.54966495])]","[array([ 0.5027813 ,  0.31783173,  0.51987159, -2.55214436,  1.14733765,
       -0.06735956])]"
moveabsj,"[array([2045.18818386,  714.20678955, 1286.00171572])]","[array([ 0.50402462,  0.32705062,  0.51334326, -2.55454114,  1.14239751,
       -0.06734036])]"
moveabsj,"[array([2051.46405749,  722.14252722, 1273.90786932])]","[array([ 0.50560798,  0.33624569,  0.50809512, -2.55454051,  1.13746037,
       -0.06602187])]"
moveabsj,"[array([2056.94023347,  728.48010134, 1258.92757161])]","[array([ 0.50745608,  0.34548124,  0.50418855, -2.55175609,  1.13244405,
       -0.06326566])]"
moveabsj,"[array([2061.7980299,  732.6593045, 1240.6708658])]","[array([ 0.50932223,  0.35493326,  0.5016527 , -2.54609998,  1.1273305 ,
       -0.05882553])]"
moveabsj,"[array([2066.3944124 ,  734.15805053, 1218.93190731])]","[array([ 0.51099196,  0.36478076,  0.50017871, -2.53713499,  1.12174354,
       -0.05269391])]"
moveabsj,"[array([2071.23611416,  732.61879395, 1193.70511579])]","[array([ 0.51209715,  0.37532111,  0.4993176 , -2.52514812,  1.11539229,
       -0.04484503])]"
moveabsj,"[array([2076.98319737,  728.29232581, 1165.7588067 ])]","[array([ 0.51245327,  0.38662434,  0.49805915, -2.51025686,  1.10732946,
       -0.03586786])]"
moveabsj,"[array([2084.33581363,  722.00490208, 1136.18043293])]","[array([ 0.51181252,  0.39883224,  0.49538831, -2.493788  ,  1.0969113 ,
       -0.02629241])]"
moveabsj,"[array([2093.61084867,  715.39501252, 1106.80369009])]","[array([ 0.51029389,  0.41171227,  0.49040282, -2.47734042,  1.08375555,
       -0.01697411])]"
moveabsj,"[array([2104.52741128,  710.36645747, 1079.64470515])]","[array([ 0.50832082,  0.42475308,  0.48281932, -2.46261408,  1.0683001 ,
       -0.00867835])]"
moveabsj,"[array([2116.22437336,  708.44460064, 1055.9860853 ])]","[array([ 5.06357831e-01,  4.37599567e-01,  4.73368124e-01, -2.45175433e+00,
        1.05234324e+00, -1.43206520e-03])]"
moveabsj,"[array([2127.37449752,  710.60684902, 1036.70651335])]","[array([ 0.50520623,  0.44948986,  0.46308047, -2.44485614,  1.03722921,
        0.00433539])]"
moveabsj,"[array([2136.90310335,  716.97987262, 1021.25397642])]","[array([ 0.50529645,  0.46029578,  0.45318601, -2.44198041,  1.02436622,
        0.00881076])]"
moveabsj,"[array([2144.07751894,  727.55161215, 1009.95261209])]","[array([ 0.50703104,  0.46948314,  0.44423435, -2.44216149,  1.01417141,
        0.01125002])]"
moveabsj,"[array([2148.39328844,  741.88700853, 1001.99010151])]","[array([ 0.51075939,  0.47667509,  0.43649807, -2.44298906,  1.00567077,
        0.01077691])]"
moveabsj,"[array([2148.83074747,  759.67738107,  996.69325934])]","[array([ 0.51597019,  0.48271521,  0.43218297, -2.44945752,  1.00339407,
        0.00980968])]"
moveabsj,"[array([2146.20295127,  781.01456451,  995.90619944])]","[array([ 0.52297988,  0.48673507,  0.4293654 , -2.45794439,  1.00460007,
        0.00601053])]"
moveabsj,"[array([2140.29826781,  806.26568753, 1000.19769565])]","[array([ 5.31833963e-01,  4.88343549e-01,  4.28053286e-01, -2.46881838e+00,
        1.00886017e+00, -4.87364614e-04])]"
moveabsj,"[array([2131.83098571,  836.72165271, 1011.36692633])]","[array([ 0.54241546,  0.48767007,  0.4269731 , -2.48379933,  1.01589567,
       -0.00977078])]"
moveabsj,"[array([2123.30499762,  871.34356537, 1029.76749349])]","[array([ 0.55300567,  0.48617527,  0.4241984 , -2.50584909,  1.02537888,
       -0.0206243 ])]"
moveabsj,"[array([2116.42725875,  908.36452574, 1054.16760022])]","[array([ 0.56241385,  0.48462968,  0.41830817, -2.53413946,  1.03492692,
       -0.03255285])]"
moveabsj,"[array([2111.95750192,  944.46808537, 1081.00068608])]","[array([ 0.5700488 ,  0.48365925,  0.40919193, -2.56414298,  1.04226883,
       -0.04466534])]"
moveabsj,"[array([2109.34797316,  976.53762123, 1105.29777246])]","[array([ 0.57622017,  0.48371019,  0.39849452, -2.59035249,  1.04661289,
       -0.05554172])]"
moveabsj,"[array([2107.2028723 , 1003.4851572 , 1122.41022629])]","[array([ 0.58205   ,  0.48470778,  0.38856566, -2.60822507,  1.04730237,
       -0.06438829])]"
moveabsj,"[array([2105.56182537, 1024.07064   , 1128.02497185])]","[array([ 0.58718197,  0.48780387,  0.38143075, -2.61842509,  1.04569211,
       -0.06915902])]"
moveabsj,"[array([2103.39375113, 1038.62612837, 1119.90259399])]","[array([ 0.5923697 ,  0.49268791,  0.37856289, -2.61947019,  1.04126546,
       -0.06985584])]"
moveabsj,"[array([2101.92887191, 1045.55853005, 1097.38457226])]","[array([ 0.59643917,  0.50049339,  0.37981084, -2.61328259,  1.03559959,
       -0.06531612])]"
moveabsj,"[array([2101.52779823, 1043.88727305, 1060.94273519])]","[array([ 0.59868364,  0.51131336,  0.38493229, -2.60097794,  1.02872277,
       -0.05526853])]"
moveabsj,"[array([2103.84617231, 1034.60011073, 1015.30895779])]","[array([ 0.59959037,  0.5237258 ,  0.389547  , -2.57779948,  1.01484671,
       -0.04346652])]"
moveabsj,"[array([2117.61460051, 1002.97853375,  892.1065938 ])]","[array([ 0.60087186,  0.55414838,  0.38389661, -2.47900424,  0.93933604,
       -0.02633153])]"
